Observer,Date,Site,Depth_m,Count,Genus,Species,Size,Percent_bleached,Percent_VN_dead,Percent_N_dead,Orientation,Note,Habitat,Percent_mortality,SizeStandardized,Percent_healthy,Percent_impact,impact
DB,7/13/19,LTER4,10,1,Pocillopora,NA,30+,30,0,40,B,NA,OR,40,30+ cm,30,70,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,29-Oct,20,0,20,B,NA,OR,20,10 - 29 cm ,60,40,0
DB,7/13/19,LTER4,10,17,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,17,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,17,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,17,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,17,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,17,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,17,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,17,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,17,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,17,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,17,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,17,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,17,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,17,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,17,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,17,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,17,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,29-Oct,10,20,60,B,NA,OR,80,10 - 29 cm ,10,90,1
DB,7/13/19,LTER4,10,1,Pocillopora,NA,9-May,20,0,0,B,NA,OR,0,5-9 cm,80,20,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,29-Oct,15,0,5,B,NA,OR,5,10 - 29 cm ,80,20,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,29-Oct,10,0,10,B,NA,OR,10,10 - 29 cm ,80,20,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,29-Oct,10,0,0,B,NA,OR,0,10 - 29 cm ,90,10,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,29-Oct,15,0,0,B,NA,OR,0,10 - 29 cm ,85,15,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,30+,15,0,50,B,NA,OR,50,30+ cm,35,65,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,29-Oct,5,0,5,B,NA,OR,5,10 - 29 cm ,90,10,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,30+,5,0,10,B,NA,OR,10,30+ cm,85,15,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/13/19,LTER4,10,1,Pocillopora,NA,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/13/19,LTER4,10,1,Pocillopora,NA,29-Oct,20,0,0,B,NA,OR,0,10 - 29 cm ,80,20,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,30+,0,0,100,B,NA,OR,100,30+ cm,0,100,1
DB,7/13/19,LTER4,10,1,Pocillopora,NA,29-Oct,30,0,30,B,NA,OR,30,10 - 29 cm ,40,60,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,30+,15,0,0,B,NA,OR,0,30+ cm,85,15,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,30+,10,0,0,B,NA,OR,0,30+ cm,90,10,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/13/19,LTER4,10,1,Pocillopora,NA,29-Oct,15,0,0,B,NA,OR,0,10 - 29 cm ,85,15,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,29-Oct,15,0,0,B,NA,OR,0,10 - 29 cm ,85,15,0
DB,7/13/19,LTER4,10,10,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,10,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,10,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,10,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,10,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,10,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,10,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,10,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,10,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,10,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,4,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,10,4,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,10,4,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,10,4,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,10,4,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,4,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,4,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,4,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,29-Oct,10,0,0,B,NA,OR,0,10 - 29 cm ,90,10,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,30+,25,0,0,B,NA,OR,0,30+ cm,75,25,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/13/19,LTER4,10,1,Pocillopora,NA,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/13/19,LTER4,10,1,Pocillopora,NA,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,31,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,30,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,2,Pocillopora,NA,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/13/19,LTER4,17,2,Pocillopora,NA,30+,0,0,0,B,NA,OR,0,30+ cm,100,0,0
DB,7/13/19,LTER4,17,1,Pocillopora,NA,29-Oct,10,0,0,B,NA,OR,0,10 - 29 cm ,90,10,0
DB,7/13/19,LTER4,17,1,Pocillopora,NA,9-May,20,0,20,B,NA,OR,20,5-9 cm,60,40,0
DB,7/13/19,LTER4,17,1,Pocillopora,NA,30+,0,0,40,B,NA,OR,40,30+ cm,60,40,0
DB,7/13/19,LTER4,17,1,Pocillopora,NA,29-Oct,20,0,0,B,NA,OR,0,10 - 29 cm ,80,20,0
DB,7/13/19,LTER4,17,1,Pocillopora,NA,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/13/19,LTER4,17,1,Pocillopora,NA,29-Oct,0,0,100,B,NA,OR,100,10 - 29 cm ,0,100,1
DB,7/13/19,LTER4,17,1,Pocillopora,NA,29-Oct,15,0,10,B,NA,OR,10,10 - 29 cm ,75,25,0
DB,7/13/19,LTER4,17,12,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,12,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,12,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,12,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,12,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,12,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,12,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,12,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,12,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,12,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,12,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,12,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/13/19,LTER4,17,1,Pocillopora,NA,29-Oct,5,0,5,B,NA,OR,5,10 - 29 cm ,90,10,0
DB,7/13/19,LTER4,17,1,Pocillopora,NA,29-Oct,5,5,90,B,NA,OR,95,10 - 29 cm ,0,100,1
DB,7/13/19,LTER4,17,1,Pocillopora,NA,29-Oct,5,0,0,B,NA,OR,0,10 - 29 cm ,95,5,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,20,Pocillopora,NA,9-May,0,0,0,B,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,3,Pocillopora,NA,9-May,0,0,0,T,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,3,Pocillopora,NA,9-May,0,0,0,T,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,3,Pocillopora,NA,9-May,0,0,0,T,NA,OR,0,5-9 cm,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,24,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,1,Pocillopora,NA,29-Oct,0,0,0,S,NA,OR,0,10 - 29 cm ,100,0,0
DB,7/15/19,LTER5,10,15,Pocillopora,NA,29-Oct,0,0,0,B,NA,OR,0,10 - 29 cm ,100,0,0
